,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2020-12-21,4389,225,7971,3295,26900,4339,5676,869,742,20671,9452,269,1299,16526,7438,3588,2341,2410,7105,293,5504,11717,12150,4872,4411,5158,883,1510,2752,656,18223,2180,36164,6224,1233,8122,2218,1347,13981,1511,4961,1381,6071,28715,1156,111,4652,3105,1128,5900,351
2020-12-22,4452,228,7971,3338,27392,4369,5703,871,744,20748,9502,269,1313,16669,7581,3651,2341,2439,7154,303,5541,11717,12341,4896,4490,5158,896,1520,2788,656,18326,2203,36164,6224,1238,8251,2240,1382,14212,1511,4976,1381,6136,28951,1156,112,4703,3131,1128,5935,351
2020-12-23,4587,230,7971,3374,27927,4462,5735,884,751,20874,9554,269,1313,16842,7645,3667,2341,2466,7225,311,5586,11717,12415,4971,4533,5294,915,1559,2835,656,18466,2243,36164,6224,1243,8361,2283,1403,14442,1627,5028,1381,6269,29193,1156,117,4760,3131,1128,5983,351
2020-12-24,4676,235,7971,3406,28428,4550,5791,889,756,20995,9607,269,1349,16960,7730,3738,2341,2466,7272,317,5637,11963,12415,5050,4557,5308,918,1565,2878,656,18544,2272,36694,6224,1260,8456,2328,1415,14718,1627,5043,1381,6380,29430,1156,120,4790,3184,1128,6024,351
2020-12-25,4680,239,7971,3438,28976,4586,5791,891,756,20995,9656,269,1313,17154,7770,3743,2341,2466,7272,319,5681,11717,12415,5050,4562,5294,918,1555,2878,656,18595,2307,36694,6224,1264,8456,2328,1415,14853,1627,5043,1381,6431,29653,1156,120,4818,3131,1128,6059,351
2020-12-26,4683,240,7971,3441,29545,4592,5791,894,762,21134,9708,269,1313,17224,7801,3743,2341,2534,7272,319,5707,11717,12689,5107,4565,5294,921,1554,2903,656,18611,2316,36694,6224,1264,8476,2357,1415,14879,1627,5124,1381,6436,29885,1156,121,4835,3131,1128,6119,351
2020-12-27,4689,243,7971,3482,30140,4610,5791,895,768,21212,9713,269,1354,17336,7843,3744,2341,2555,7291,323,5728,11717,12689,5147,4606,5294,926,1554,2910,656,18630,2346,36694,6224,1266,8509,2370,1415,15010,1627,5155,1381,6443,30143,1156,127,4852,3131,1128,6160,351
2020-12-28,4710,243,8469,3537,30723,4631,5904,898,771,21308,9718,269,1376,17469,7886,3744,2548,2563,7336,326,5753,11759,12750,5160,4634,5316,929,1580,2924,715,18651,2379,37271,6561,1270,8571,2383,1433,15086,1627,5173,1446,6512,30374,1221,129,4861,3104,1263,6202,405
2020-12-29,4737,244,8640,3603,31338,4687,5924,898,775,21409,9759,269,1393,17596,8051,3812,2548,2594,7397,326,5793,12218,12964,5196,4719,5433,941,1598,2932,735,18777,2403,37333,6574,1276,8722,2405,1449,15353,1627,5198,1446,6588,30657,1237,130,4920,3104,1284,6250,405
2020-12-30,4774,250,8718,3637,31916,4750,5964,921,780,21546,9808,269,1403,17811,8160,3822,2741,2622,7448,334,5853,12338,13015,5262,4669,5433,951,1606,2978,741,18952,2436,37333,6729,1276,8855,2453,1468,15672,1712,5249,1464,6710,30952,1258,134,4983,3096,1318,6287,405
2020-12-31,4827,251,8864,3676,32537,4814,5995,926,786,21673,9872,269,1436,17978,8262,3891,2740,2622,7486,347,5904,12423,13015,5323,4787,5519,962,1650,3079,741,19042,2477,37627,6748,1276,8962,2489,1477,15978,1712,5296,1488,6810,31218,1271,136,5029,3096,1338,6335,438
2021-01-01,4871,252,9014,3711,33176,4873,5995,930,788,21670,9889,269,1436,18171,8371,3897,2878,2622,7486,430,5951,12423,13015,5323,4816,5540,962,1664,3097,741,19160,2502,37802,6747,1309,8962,2489,1477,16214,1712,5296,1488,6907,31493,1274,136,5079,3096,1361,6379,438
2021-01-02,4871,252,9061,3729,33833,4912,6099,930,792,21887,9891,269,1448,18217,8410,3944,2878,2698,7486,435,5981,12502,13304,5377,4840,5543,973,1665,3102,769,19187,2534,38009,6891,1310,9017,2527,1477,16239,1712,5384,1501,6955,31760,1296,139,5115,3187,1373,6434,438
2021-01-03,4872,252,9061,3749,34468,4934,6099,930,794,21976,9893,269,1448,18322,8475,3944,2878,2719,7536,439,6011,12610,13304,5429,4872,5562,974,1668,3133,780,19208,2551,38155,6909,1310,9076,2547,1477,16295,1712,5467,1513,6970,32062,1303,140,5121,3443,1376,6474,438
2021-01-04,4877,253,9064,3799,35136,4942,6168,937,797,22078,9900,269,1458,18411,8514,3988,2897,2746,7583,444,6030,12671,13390,5442,4884,5562,977,1678,3133,781,19244,2574,38323,6940,1312,9143,2552,1506,16361,1712,5483,1513,7025,32390,1307,144,5130,3482,1396,6507,438
2021-01-05,4885,257,9317,3836,35828,4989,6192,947,801,22183,9966,291,1471,18560,8663,3999,2897,2769,7633,453,6073,12734,13603,5460,4975,5824,1006,1693,3156,792,19382,2594,38472,6995,1329,9247,2571,1550,16546,1712,5498,1513,7168,32717,1314,149,5190,3541,1442,6548,464
2021-01-06,4992,258,9444,3901,36532,4999,6230,947,806,22317,10035,301,1488,18734,8743,4060,3027,2805,7680,461,6129,12836,13666,5528,5013,5856,1017,1702,3241,816,19523,2641,38643,7076,1334,9368,2633,1558,16914,1844,5582,1518,7267,33061,1332,152,5226,3634,1481,6583,464
2021-01-07,5078,260,9741,3926,37221,5100,6287,949,808,22481,10100,301,1517,18938,8823,4065,3027,2842,7726,466,6175,12909,13871,5572,5013,5882,1039,1730,3279,827,19646,2680,38839,7213,1341,9462,2672,1568,17179,1844,5661,1543,7381,33405,1362,155,5275,3634,1518,6634,489
2021-01-08,5191,264,9938,3966,37923,5138,6324,957,809,22666,10180,303,1523,19106,8892,4124,3148,2856,7833,472,6234,12985,13913,5620,5099,5912,1051,1732,3328,846,19756,2710,39004,7327,1352,9544,2703,1575,17394,1844,5695,1556,7492,33746,1384,156,5312,3634,1554,6674,489
2021-01-09,5299,264,10036,4010,38595,5190,6324,969,813,22804,10280,307,1528,19209,8966,4127,3148,2876,7833,477,6269,13074,14145,5663,5101,5944,1055,1736,3380,846,19854,2732,39199,7425,1352,9599,2738,1575,17667,1844,5758,1570,7618,34120,1393,156,5381,3634,1570,6711,489
2021-01-10,5333,265,10141,4043,39275,5208,6324,972,817,22912,10282,309,1534,19293,8985,4138,3148,2901,7872,480,6295,13151,14145,5707,4996,5948,1057,1755,3395,869,19854,2749,39367,7566,1352,9627,2761,1575,17770,1844,5811,1584,7704,34422,1395,156,5383,3634,1582,6733,489
2021-01-11,5346,267,10147,4081,39944,5213,6416,986,821,23071,10299,309,1543,19362,9016,4139,3255,2922,7917,489,6317,13151,14192,5711,5186,5951,1058,1767,3428,869,19854,2764,39563,7577,1352,9702,2775,1614,17853,1844,5825,1584,7785,34752,1399,156,5393,3698,1594,6773,489
2021-01-12,5568,268,10482,4121,40647,5242,6449,991,825,23227,10443,309,1555,19497,9103,4139,3255,2944,7970,502,6363,13273,14294,5724,5284,6153,1068,1784,3428,878,20038,2794,39748,7636,1355,9802,2804,1667,18080,1844,5859,1584,7865,35112,1425,158,5477,3698,1634,6805,522
2021-01-13,5753,269,10673,4186,41348,5283,6535,994,831,23396,10580,312,1555,19617,9162,4232,3355,2988,8021,509,6414,13359,14335,5773,5315,6169,1071,1797,3474,885,20161,2807,39921,7745,1357,9881,2848,1708,18429,1915,5910,1604,8011,35498,1450,158,5551,3698,1671,6845,522
2021-01-14,5941,271,10855,4228,41976,5310,6553,995,842,23613,10721,318,1555,19722,9202,4251,3355,3041,8080,519,6457,13433,14502,5817,5356,6197,1079,1811,3582,897,20161,2836,40159,7823,1365,9989,2882,1737,18742,1915,5933,1614,8148,35865,1462,162,5625,3873,1702,6875,522
2021-01-15,6027,271,11040,4263,42628,5332,6593,1002,842,23797,10878,317,1603,19873,9246,4257,3502,3059,8080,531,6505,13509,14542,5850,5411,6225,1088,1823,3582,908,20320,2873,40366,7931,1373,10057,2925,1758,18957,1915,6037,1629,8232,36193,1474,163,5655,3873,1733,6910,522
2021-01-16,6118,272,11248,4293,43328,5357,6593,1016,847,24004,11029,320,1605,20020,9287,4321,3502,3092,8080,539,6540,13583,14654,5887,5481,6250,1090,1823,3680,927,20414,2909,40540,8015,1381,10134,2952,1758,19188,1915,6108,1633,8311,36503,1487,163,5704,3843,1761,6950,522
2021-01-17,6118,272,11265,4311,43947,5367,6593,1016,850,24137,11032,322,1607,20050,9310,4323,3502,3125,8203,547,6558,13652,14653,5926,5521,6251,1094,1831,3697,933,20438,2931,40734,8082,1384,10199,2987,1758,19310,1915,6237,1656,8355,36834,1494,163,5728,3842,1776,6979,522
2021-01-18,6119,273,11265,4343,44579,5371,6670,1016,857,24269,11095,322,1607,20118,9340,4323,3525,3166,8253,555,6602,13705,14680,5938,5524,6256,1094,1836,3697,933,20458,2957,40918,8082,1384,10280,2994,1758,19390,1915,6248,1667,8391,37142,1501,163,5737,3862,1784,7009,522
2021-01-19,6125,275,11266,4386,45173,5379,6682,1021,861,24435,11095,324,1635,20153,9466,4332,3525,3193,8323,560,6643,13749,14682,5944,5573,6262,1094,1836,3709,938,20512,2975,41099,8138,1386,10336,3037,1808,19467,1915,6259,1667,8430,37479,1508,163,5797,3863,1814,7040,522
2021-01-20,6282,276,11528,4441,45760,5419,6726,1026,863,24577,11409,325,1635,20284,9529,4394,3575,3242,8383,568,6705,13829,14767,5979,5638,6461,1095,1861,3709,950,20664,3009,41314,8199,1387,10409,3085,1832,19868,2003,6328,1667,8470,37820,1518,165,5860,3863,1834,7068,550
2021-01-21,6379,276,11772,4496,46360,5438,6774,1027,864,24728,11511,327,1654,20423,9593,4445,3575,3299,8442,577,6752,13906,14925,6011,5665,6485,1101,1863,3825,962,20760,3044,41510,8338,1399,10518,3140,1843,20128,2003,6373,1673,8558,38172,1548,168,5938,4065,1848,7103,550
2021-01-22,6486,276,12001,4548,46917,5461,6819,1027,867,25081,11669,327,1667,20533,9642,4478,3598,3334,8483,583,6811,13987,14949,6032,5713,6527,1106,1872,3872,971,20875,3077,41698,8463,1403,10599,3187,1865,20321,2003,6404,1684,8693,38466,1572,169,5999,4112,1855,7134,571
2021-01-23,6657,276,12170,4563,47461,5482,6819,1036,870,25164,11798,328,1668,20644,9692,4486,3598,3386,8483,591,6849,14064,15178,6063,5752,6541,1143,1873,3923,971,20934,3115,41862,8585,1411,10680,3231,1865,20526,2003,6479,1696,8778,38757,1584,170,6075,4112,1872,7168,571
2021-01-24,6660,277,12237,4606,47953,5504,6819,1041,872,25290,11801,327,1669,20679,9715,4487,3598,3421,8562,601,6885,14133,15176,6095,5771,6548,1152,1872,3935,987,20950,3145,42059,8694,1411,10711,3279,1865,20526,2003,6544,1705,8822,39085,1597,170,6078,4112,1894,7200,571
2021-01-25,6662,279,12239,4650,48401,5508,6911,1049,879,25444,11854,342,1681,20742,9727,4487,3622,3460,8589,610,6912,14178,15212,6098,5777,6548,1153,1890,3935,990,20972,3157,42266,8719,1411,10768,3293,1882,20664,2003,6549,1705,8862,39401,1599,171,6081,4146,1899,7223,571
2021-01-26,6895,280,12448,4690,48906,5515,6934,1065,888,25671,11996,342,1688,20853,9804,4492,3622,3495,8621,614,6960,14220,15292,6106,5852,6548,1187,1900,3996,994,21105,3171,42449,8775,1415,10855,3323,1904,20883,2003,6573,1705,8978,39728,1615,171,6174,4165,1928,7247,596
2021-01-27,7170,283,12642,4742,49401,5552,6976,1072,895,25833,12135,401,1714,20949,9844,4499,3718,3542,8688,617,6960,14304,15314,6124,5917,6548,1203,1909,4042,1006,21220,3198,42610,8915,1415,10929,3388,1924,21105,2076,6668,1739,9171,40043,1621,172,6228,4210,1952,7274,596
2021-01-28,7338,283,12819,4784,49858,5569,7020,1075,902,26035,12280,401,1720,21074,9878,4532,3718,3611,8743,621,6986,14348,15402,6140,5945,6548,1212,1912,4042,1022,21301,3226,42813,9046,1417,11003,3423,1930,21303,2076,6902,1762,9318,40324,1621,172,6308,4241,1983,7302,596
2021-01-29,7564,283,13021,4831,50316,5594,7046,1078,907,26244,12410,401,1725,21146,9925,4577,3779,3668,8801,625,7030,14444,15410,6168,5982,6739,1229,1912,4124,1036,21383,3248,43001,9156,1419,11070,3471,1938,21462,2076,6942,1767,9417,40600,1657,172,6379,4282,2006,7325,596
2021-01-30,7566,284,13097,4838,50772,5616,7046,1081,909,26360,12568,401,1725,21213,9967,4651,3779,3714,8801,627,7068,14531,15525,6187,6019,6748,1234,1913,4167,1042,21455,3265,43173,9287,1422,11121,3504,1938,21602,2076,7014,1775,9473,40872,1665,173,6449,4285,2015,7358,596
2021-01-31,7688,283,13120,4868,51201,5637,7046,1090,913,26479,12570,401,1725,21253,9974,4901,3779,3745,8859,627,7084,14577,15525,6200,6045,6748,1235,1913,4173,1057,21484,3283,43358,9333,1422,11175,3547,1938,21661,2076,7042,1778,9579,41135,1667,174,6464,4285,2024,7378,596
2021-02-01,7688,285,13124,4895,51610,5641,7119,1101,916,26685,12613,410,1725,21273,9989,4906,3779,3780,8912,628,7107,14607,15536,6202,6056,6748,1234,1912,4181,1059,21513,3295,43534,9342,1422,11230,3564,1958,21687,2076,7283,1777,9654,41369,1670,175,6474,4318,2028,7401,596
2021-02-02,7894,286,13362,4939,52082,5650,7133,1108,921,26822,12772,410,1741,21336,10054,4919,3809,3812,8953,629,7124,14652,15609,6210,6132,7088,1249,1921,4181,1059,21584,3310,43704,9409,1422,11336,3602,1981,21812,2076,7318,1778,9760,41614,1688,176,6517,4316,2031,7426,624
2021-02-03,8203,286,13576,4985,52479,5664,7157,1130,926,27019,12907,414,1747,21420,10091,4975,3809,3863,9006,630,7174,14652,15644,6234,6158,7098,1303,1923,4275,1076,21693,3338,43907,9578,1422,11430,3654,1991,21955,2150,7394,1782,9907,41881,1700,179,6575,4388,2058,7455,624
2021-02-04,8365,286,13752,5009,52863,5664,7185,1135,932,27247,13048,419,1747,21496,11637,5033,3895,3921,9044,632,7203,14784,15725,6251,6182,7117,1308,1944,4326,1085,21793,3355,44057,9728,1422,11509,3681,1998,22101,2150,7487,1782,10038,42155,1700,181,6650,4416,2080,7484,624
2021-02-05,8449,286,13943,5050,53230,5704,7214,1191,940,27457,13146,416,1758,21602,11686,5067,4101,3971,9076,632,7242,14784,15750,6273,6222,7130,1307,1950,4365,1091,21886,3378,44227,9841,1426,11571,3710,2002,22239,2150,7553,1782,10210,42403,1731,181,6732,4449,2100,7499,624
2021-02-06,8522,287,14007,5061,53630,5722,7214,1202,947,27603,13324,416,1767,21676,11752,5108,4101,4020,9076,635,7282,14921,15856,6290,6266,7142,1312,1959,4365,1098,21964,3386,44417,9926,1428,11653,3761,2002,22396,2150,7611,1804,10407,42624,1736,182,6774,4449,2119,7514,624
2021-02-07,8524,288,14045,5076,53939,5732,7214,1208,952,27701,13327,418,1767,21738,11817,5108,4101,4051,9119,636,7309,14999,15856,6300,6269,7143,1314,1959,4421,1104,21990,3399,44658,9983,1428,11660,3813,2002,22467,2150,7651,1809,10464,42829,1739,183,6781,4449,2129,7533,624
2021-02-08,8531,289,14055,5106,54251,5735,7282,1208,956,27819,13362,418,1776,21777,11875,5110,4197,4091,9142,637,7334,15054,15866,6303,6270,7143,1314,1968,4421,1106,22013,3412,44721,9991,1428,11696,3817,2024,22501,2150,7691,1809,10475,43045,1741,183,6823,4453,2132,7543,624
2021-02-09,8588,289,14286,5148,54587,5748,7298,1221,961,28051,13481,418,1781,21802,11942,5145,4197,4126,9164,640,7364,15124,15926,6309,6342,7149,1316,1979,4423,1109,22106,3431,44911,10046,1429,11795,3870,2031,22631,2150,7694,1809,10569,43252,1751,186,6901,4558,2150,7566,647
2021-02-10,8889,290,14462,5176,54903,5772,7326,1245,965,28215,13602,423,1792,21869,12001,5175,4303,4175,9212,642,7401,15207,15941,6321,6366,7161,1322,1987,4459,1116,22162,3461,45065,10181,1431,11858,3900,2044,22753,2217,7742,1815,10637,43480,1767,187,6934,4603,2174,7574,647
2021-02-11,9022,292,14662,5200,55230,5788,7354,1262,973,28390,13675,424,1792,21985,12027,5197,4303,4211,9240,642,7435,15269,16020,6345,6391,7428,1322,1990,4535,1117,22329,3479,45205,10294,1431,12577,3948,2056,22865,2217,7837,1829,10731,43656,1777,188,6964,4633,2187,7591,647
2021-02-12,9181,293,14834,5213,55553,5797,7381,1269,976,28570,13858,425,1797,22027,12117,5223,4364,4253,9276,644,7467,15358,16029,6362,6430,7442,1326,2001,4561,1126,22393,3502,45345,10377,1432,15136,3959,2094,22960,2217,7895,1831,10812,43849,1788,189,6975,4675,2199,7602,647
2021-02-13,9244,293,14946,5252,55846,5819,7381,1282,979,28688,13962,425,1804,22087,12149,5236,4364,4272,9276,648,7484,15424,16121,6370,6462,7453,1329,2002,4592,1130,22440,3516,45510,10453,1432,16340,3994,2094,22960,2217,7913,1838,10893,44044,1793,189,7002,4675,2199,7618,647
2021-02-14,9244,294,14978,5265,56101,5829,7381,1283,979,28783,13965,426,1804,22121,12173,5236,4364,4282,9292,650,7495,15484,16121,6377,6464,7455,1329,2002,4592,1133,22454,3529,45644,10493,1432,16354,4024,2094,23096,2217,7998,1844,10902,44217,1796,189,7020,4675,2210,7635,647
2021-02-15,9246,292,14978,5275,56342,5830,7447,1283,980,28936,13998,426,1804,22166,12191,5237,4406,4291,9325,650,7537,15517,16132,6379,6466,7455,1330,2003,4607,1135,22467,3538,45771,10503,1432,16406,4041,2094,23119,2217,8034,1844,10933,44377,1798,190,7025,4675,2212,7641,647
2021-02-16,9259,293,14981,5287,56582,5832,7450,1291,982,29157,14177,426,1808,22198,12232,5263,4406,4318,9325,652,7554,15567,16151,6381,6502,7458,1333,2004,4631,1136,22497,3550,45910,10563,1432,16471,4061,2138,23126,2217,8056,1844,10937,44535,1799,191,7045,4709,2216,7647,662
2021-02-17,9349,294,15063,5313,56830,5846,7476,1316,985,29315,14255,427,1818,22224,12251,5306,4521,4336,9391,655,7569,15623,16163,6391,6525,7472,1335,2017,4631,1148,22632,3562,46028,10671,1432,16531,4089,2143,23319,2311,8117,1844,10956,44721,1807,191,7085,4759,2216,7654,662
2021-02-18,9426,299,15276,5323,57064,5869,7496,1326,992,29477,14363,428,1826,22297,12283,5321,4521,4373,9407,656,7625,15686,16252,6405,6532,7695,1338,2024,4631,1150,22721,3580,46183,10767,1436,16623,4112,2149,23414,2311,8156,1847,10985,44909,1813,193,7101,4803,2216,7665,662
2021-02-19,9574,298,15421,5336,57290,5882,7523,1343,993,29693,14532,430,1826,22368,12327,5336,4630,4401,9441,657,7631,15726,16275,6413,6535,7715,1340,2041,4730,1152,22784,3599,46343,10821,1436,16710,4132,2149,23483,2311,8215,1853,11057,45107,1835,193,7116,4823,2216,7678,662
2021-02-20,9591,298,15479,5348,57526,5894,7523,1366,994,29814,14630,430,1826,22426,12338,5336,4630,4426,9441,659,7643,15779,16343,6424,6554,7721,1341,2046,4764,1153,22835,3610,46455,10897,1438,16762,4155,2149,23571,2311,8257,1859,11064,45272,1843,196,7211,4823,2216,7685,662
2021-02-21,9593,301,15505,5357,57719,5899,7523,1367,995,29906,14634,431,1826,22466,12377,5336,4630,4447,9467,659,7647,15826,16343,6433,6554,7721,1342,2046,4768,1154,22859,3624,46560,10927,1439,16825,4181,2149,23598,2311,8324,1863,11116,45418,1853,197,7340,4823,2216,7694,662
2021-02-22,9593,300,15505,5364,57906,5900,7562,1368,995,30067,14690,431,1826,22506,12411,5374,4661,4460,9478,659,7655,15853,16348,6434,6554,7721,1342,2046,4768,1154,22876,3635,46673,10935,1439,16882,4203,2155,23615,2311,8334,1863,11133,45586,1853,198,7495,4857,2216,7704,662
2021-02-23,9663,300,15693,5378,58096,5915,7572,1379,998,30224,14767,431,1826,22528,12454,5400,4661,4476,9505,661,7677,15883,16382,6435,6578,7885,1347,2049,4799,1154,22978,3644,46695,10967,1440,16979,4227,2162,23615,2311,8359,1863,11153,45731,1865,200,7666,4882,2216,7712,662
2021-02-24,9747,300,15693,5388,58258,5923,7595,1402,998,30354,14883,435,1840,22575,12471,5415,4739,4527,9530,678,7706,15945,16392,6444,6606,7895,1349,2053,4816,1157,23077,3658,46904,11075,1441,17056,4264,2194,23789,2448,8399,1864,11198,45857,1879,202,7813,4913,2286,7724,671
2021-02-25,9835,301,15897,5400,58423,5932,7614,1406,1005,30485,14990,435,1850,22606,12498,5438,4739,4570,9564,701,7777,15978,16437,6451,6614,7904,1351,2060,4830,1163,23147,3671,47008,11137,1442,17133,4302,2204,23869,2448,8443,1872,11268,45988,1890,204,7967,4942,2290,7740,671
2021-02-26,9875,303,15897,5410,58581,5947,7627,1418,1005,30626,15012,437,1859,22675,12535,5464,4752,4600,9589,702,7790,16024,16441,6464,6639,7914,1355,2073,4839,1167,23193,3685,47126,11186,1443,17190,4320,2206,23941,2448,8477,1879,11323,46143,1908,205,8202,4957,2291,7751,671
2021-02-27,9934,305,15980,5420,58736,5956,7627,1422,1005,30740,15068,439,1860,22710,12560,5471,4752,4625,9589,703,7807,16067,16509,6477,6670,7920,1357,2077,4854,1170,23239,3700,47277,11213,1446,17246,4379,2206,23941,2448,8498,1888,11377,46256,1908,205,8384,4957,2291,7761,671
2021-02-28,9934,306,15980,5429,58894,5960,7627,1422,1005,30853,15070,439,1860,22735,12577,5472,4752,4637,9609,704,7816,16067,16509,6485,6682,7923,1358,2077,4854,1170,23253,3716,47302,11213,1446,17303,4428,2206,24024,2448,8546,1888,11393,46357,1935,205,8553,4957,2300,7769,671
2021-03-01,9936,308,15980,5432,59048,5961,7652,1422,1019,31003,15149,439,1867,22759,12599,5473,4760,4652,9629,705,7817,16144,16521,6488,6682,7923,1358,2077,4854,1170,23274,3729,47470,11256,1446,17351,4478,2212,24029,2448,8562,1889,11411,46493,1940,206,8784,4970,2300,7777,671
2021-03-02,9995,310,16061,5432,59178,5967,7658,1426,1019,31142,15212,439,1872,22802,12626,5499,4760,4671,9649,705,7840,16182,16546,6492,6725,7936,1373,2079,4854,1170,23321,3740,47570,11290,1448,17453,4534,2225,24103,2448,8576,1889,11421,46593,1949,206,8944,4992,2301,7784,682
2021-03-03,10033,309,16091,5434,59310,5976,7678,1440,1023,31273,15351,441,1877,22853,12636,5502,4832,4704,9668,707,7858,16252,16556,6509,6744,8152,1374,2086,4883,1175,23449,3753,47714,11366,1449,17564,4535,2252,24171,2503,8620,1893,11437,46708,1955,207,9328,5015,2309,7793,683
2021-03-04,10095,310,16185,5436,59431,5980,7693,1440,1024,31390,15464,441,1877,22901,12665,5537,4832,4732,9686,707,7870,16296,16592,6521,6765,8154,1376,2087,4901,1178,23491,3769,47845,11403,1449,17669,4535,2284,24223,2503,8662,1896,11460,46812,1966,207,9361,5034,2309,7798,684
2021-03-05,10125,310,16269,5438,59548,5991,7704,1453,1027,31523,15531,443,1877,22946,12699,5550,4846,4754,9716,707,7886,16323,16604,6534,6784,8164,1380,2107,4916,1178,23522,3787,47976,11448,1449,17775,4535,2293,24267,2503,8701,1896,11501,46915,1970,207,9434,5046,2318,7803,684
2021-03-06,10152,310,16269,5439,59655,5996,7704,1464,1030,31626,15604,444,1877,23001,12728,5550,4846,4806,9716,707,7893,16374,16660,6546,6806,8168,1381,2108,4931,1181,23557,3797,48032,11503,1450,17883,4535,2293,24322,2503,8719,1896,11535,47012,1970,208,9524,5046,2318,7806,684
2021-03-07,10152,311,16328,5449,59756,5999,7704,1473,1030,31686,15605,444,1879,23013,12739,5554,4846,4819,9749,708,7900,16374,16660,6550,6809,8168,1381,2108,4931,1181,23574,3809,48068,11503,1450,17989,4535,2293,24354,2503,8755,1900,11544,47092,1976,208,9601,5046,2318,7817,684
2021-03-08,10152,310,16332,5457,59844,5999,7725,1475,1035,31768,15645,445,1891,23018,12746,5561,4847,4829,9760,708,7902,16436,16666,6556,6809,8168,1381,2108,4935,1183,23591,3812,48291,11536,1450,18094,4535,2293,24360,2503,8761,1901,11547,47194,1978,208,9688,5069,2328,7827,684
2021-03-09,10189,311,16332,5463,59942,6008,7739,1482,1036,31929,15653,445,1893,23038,12767,5576,4847,4850,9771,723,7926,16458,16695,6696,6835,8297,1386,2110,4948,1185,23636,3830,48388,11553,1450,18307,4701,2303,24398,2503,8764,1901,11559,47273,1991,211,9799,5083,2329,7831,693
2021-03-10,10225,310,16407,5476,60035,6016,7752,1492,1037,32015,15712,448,1902,23065,12779,5602,4875,4884,9812,723,7952,16509,16703,6705,6846,8303,1388,2120,4961,1187,23768,3839,48501,11600,1453,18307,4702,2305,24441,2536,8783,1904,11591,47375,1993,211,9861,5104,2332,7833,693
2021-03-11,10279,312,16464,5494,60124,6035,7761,1494,1038,32082,15791,448,1907,23121,12804,5621,4875,4921,9828,723,7970,16551,16724,6724,6865,8306,1392,2122,4961,1190,23814,3845,48644,11628,1456,18328,4702,2316,24492,2536,8823,1905,11608,47468,2017,211,9916,5104,2341,7837,693
2021-03-12,10305,311,16519,5514,60208,6041,7765,1496,1038,32173,15851,449,1910,23163,12825,5632,4898,4950,9861,723,7982,16580,16738,6737,6884,8313,1393,2124,4991,1195,23854,3850,48738,11667,1457,18448,4702,2319,24532,2536,8834,1908,11623,47544,2019,212,9974,5131,2511,7842,693
2021-03-13,10333,312,16553,5526,60293,6049,7765,1496,1040,32254,15889,449,1910,23188,12847,5634,4898,4966,9861,724,7995,16580,16775,6741,6897,8317,1393,2127,4991,1195,23888,3851,48579,11667,1459,18448,4702,2319,24575,2536,8871,1908,11639,47619,2019,214,10001,5131,2530,7846,693
2021-03-14,10333,312,16553,5541,60370,6050,7765,1496,1041,32285,15889,451,1910,23206,12857,5634,4898,4982,9884,724,7999,16645,16775,6746,6902,8317,1393,2127,5011,1199,23903,3853,48594,11709,1459,18448,4702,2319,24588,2536,8876,1908,11628,47683,2019,214,10038,5131,2530,7849,693
2021-03-15,10335,311,16554,5547,60432,6052,7788,1496,1042,32378,15936,451,1917,23215,12865,5642,4902,5005,9903,725,8000,16673,16784,6747,6904,8317,1394,2127,5014,1199,23925,3854,48734,11714,1459,18448,4702,2324,24589,2536,8878,1912,11628,47766,2029,214,10073,5142,2535,7854,693
2021-03-16,10343,316,16574,5555,60489,6060,7799,1514,1042,32474,15952,451,1930,23233,12877,5643,4902,5029,9925,725,8018,16689,16810,6749,6931,8358,1397,2128,5028,1202,23966,3861,48819,11728,1460,18523,4788,2346,24654,2536,8881,1912,11638,47845,2034,215,10121,5154,2549,7855,694
2021-03-17,10368,318,16586,5566,60562,6063,7807,1516,1044,32531,16022,451,1936,23255,12894,5643,4903,5056,9955,725,8035,16732,16815,6757,6938,8366,1397,2129,5028,1202,24045,3873,48883,11763,1461,18523,4788,2349,24691,2562,8933,1915,11650,47926,2039,217,10173,5160,2570,7859,694
2021-03-18,10397,317,16646,5573,60642,6072,7822,1517,1046,32614,16077,451,1939,23287,12908,5669,4903,5504,9974,727,8061,16759,16847,6763,6940,8372,1406,2130,5050,1207,24076,3878,48971,11789,1461,18523,4788,2353,24719,2562,8940,1919,11658,47998,2044,217,10202,5173,2577,7862,694
2021-03-19,10429,317,16692,5587,60722,6076,7833,1522,1047,32668,16115,451,1939,23304,12923,5674,4913,5695,9988,728,8099,16813,16862,6772,6947,8378,1409,2134,5054,1213,24103,3883,49047,11810,1462,18786,4788,2357,24753,2562,8967,1919,11682,48060,2060,217,10210,5178,2605,7869,694
2021-03-20,10441,317,16692,5593,60777,6076,7833,1522,1049,32731,16164,453,1941,23329,12929,5674,4913,5720,9988,728,8117,16832,16909,6778,6957,8380,1415,2136,5062,1217,24134,3889,49048,11826,1462,18786,4788,2357,24782,2562,8979,1919,11709,48136,2060,219,10210,5178,2605,7874,694
